,objective,metric,early_stopping_rounds,num_leaves,max_depth,learning_rate,reg_alpha,train_rmspe_mean,valid_rmspe_mean,train_rmspe_std,valid_rmspe_std
0,rmse,rmse,75,5000,50,0.001,0.01,0.2742805837402112,0.3010143604535106,0.00022988512455562882,0.0011119136530146068
1,rmse,rmse,75,5000,50,0.001,0.0,0.27428058779906,0.3010346493162085,0.0002307814123718166,0.0011617747748221552
